time,position 0,position 1,position 2
723.0,"(818.7908052161831, 764.6621501652623)","(333.2441475061224, 750.1041732767721)","(441.17548784334014, 126.66048106033855)"
724.0,"(819.0408010587619, 764.6607083978289)","(333.30837645887357, 749.862564829841)","(441.26961040412345, 126.53717865503687)"
725.0,"(819.2907969013406, 764.6592666303955)","(333.37260541162476, 749.6209563829098)","(441.3632623521028, 126.41449276176168)"
726.0,"(819.5407927439194, 764.657824862962)","(333.43683436437595, 749.3793479359786)","(441.4564460403423, 126.29242029795287)"
727.0,"(819.7907885864981, 764.6563830955286)","(333.50106331712715, 749.1377394890474)","(441.5491638101406, 126.1709581964631)"
728.0,"(820.0407844290769, 764.6549413280951)","(333.56529226987834, 748.8961310421162)","(441.6414179910899, 126.05010340548078)"
729.0,"(820.2907802716556, 764.6534995606617)","(333.62952122262953, 748.654522595185)","(441.73321090113444, 125.92985288845338)"
730.0,"(820.5407761142344, 764.6520577932282)","(333.6937501753807, 748.4129141482538)","(441.8245448466288, 125.81020362401111)"
731.0,"(820.7907719568132, 764.6506160257948)","(333.7579791281319, 748.1713057013226)","(441.9154221223956, 125.69115260589105)"
732.0,"(821.0407677993919, 764.6491742583613)","(333.8222080808831, 747.9296972543914)","(442.00584501178366, 125.57269684286159)"
733.0,"(821.2907636419707, 764.6477324909279)","(333.8864370336343, 747.6880888074602)","(442.09581578672476, 125.45483335864728)"
734.0,"(821.5407594845494, 764.6462907234944)","(333.9506659863855, 747.446480360529)","(442.1853367077911, 125.33755919185404)"
735.0,"(821.7907553271282, 764.644848956061)","(334.0148949391367, 747.2048719135978)","(442.2744100242522, 125.22087139589478)"
736.0,"(822.0407511697069, 764.6434071886275)","(334.0791238918879, 746.9632634666666)","(442.3630379741309, 125.1047670389153)"
737.0,"(822.2907470122857, 764.6419654211941)","(334.1433528446391, 746.7216550197354)","(442.45122278426027, 124.98924320372072)"
738.0,"(822.5407428548644, 764.6405236537606)","(334.2075817973903, 746.4800465728042)","(442.538966670339, 124.87429698770211)"
739.0,"(822.7907386974432, 764.6390818863272)","(334.27181075014147, 746.238438125873)","(442.6262718369873, 124.7599255027636)"
740.0,"(823.040734540022, 764.6376401188937)","(334.33603970289266, 745.9968296789418)","(442.71314047780237, 124.64612587524978)"
741.0,"(823.2907303826007, 764.6361983514603)","(334.40026865564386, 745.7552212320106)","(442.79957477541336, 124.53289524587353)"
742.0,"(823.5407262251795, 764.6347565840268)","(334.46449760839505, 745.5136127850794)","(442.8855769015363, 124.42023076964416)"
743.0,"(823.7907220677582, 764.6333148165934)","(334.52872656114624, 745.2720043381482)","(442.9711490170286, 124.30812961579595)"
744.0,"(824.040717910337, 764.6318730491599)","(334.59295551389744, 745.030395891217)","(443.05629327194345, 124.19658896771696)"
745.0,"(824.2907137529157, 764.6304312817265)","(334.65718446664863, 744.7887874442858)","(443.14101180558373, 124.08560602287838)"
746.0,"(824.5407095954945, 764.628989514293)","(334.7214134193998, 744.5471789973546)","(443.2253067465558, 123.97517799276399)"
747.0,"(824.7907054380732, 764.6275477468596)","(334.785642372151, 744.3055705504235)","(443.30918021282304, 123.86530210280017)"
748.0,"(825.040701280652, 764.6261059794261)","(334.8498713249022, 744.0639621034923)","(443.3926343117589, 123.75597559228618)"
749.0,"(825.2906971232308, 764.6246642119927)","(334.9141002776534, 743.8223536565611)","(443.4756711402001, 123.64719571432475)"
750.0,"(825.5406929658095, 764.6232224445592)","(334.9783292304046, 743.5807452096299)","(443.55829278449914, 123.53895973575312)"
751.0,"(825.7906888083883, 764.6217806771258)","(335.0425581831558, 743.3391367626987)","(443.6405013205767, 123.43126493707436)"
752.0,"(826.040684650967, 764.6203389096924)","(335.106787135907, 743.0975283157675)","(443.7222988139738, 123.32410861238898)"
753.0,"(826.2906804935458, 764.6188971422589)","(335.1710160886582, 742.8559198688363)","(443.80368731990393, 123.21748806932703)"
754.0,"(826.5406763361245, 764.6174553748255)","(335.23524504140937, 742.6143114219051)","(443.8846688833044, 123.11140062898039)"
755.0,"(826.7906721787033, 764.616013607392)","(335.29947399416056, 742.3727029749739)","(443.96524553888787, 123.0058436258355)"
756.0,"(827.040668021282, 764.6145718399586)","(335.36370294691176, 742.1310945280427)","(444.0454193111934, 122.90081440770632)"
757.0,"(827.2906638638608, 764.6131300725251)","(335.42793189966295, 741.8894860811115)","(444.1251922146375, 122.79631033566778)"
758.0,"(827.5406597064396, 764.6116883050917)","(335.49216085241414, 741.6478776341803)","(444.2045662535643, 122.69232878398944)"
759.0,"(827.7906555490183, 764.6102465376582)","(335.55638980516534, 741.4062691872491)","(444.2835434222965, 122.5888671400695)"
760.0,"(828.0406513915971, 764.6088047702248)","(335.62061875791653, 741.1646607403179)","(444.362125705185, 122.48592280436915)"
761.0,"(828.2906472341758, 764.6073630027913)","(335.6848477106677, 740.9230522933867)","(444.4403150766591, 122.38349319034731)"
762.0,"(828.5406430767546, 764.6059212353579)","(335.7490766634189, 740.6814438464555)","(444.5181135012758, 122.28157572439557)"
763.0,"(828.7906389193333, 764.6044794679244)","(335.8133056161701, 740.4398353995243)","(444.5955229337694, 122.18016784577358)"
764.0,"(829.0406347619121, 764.603037700491)","(335.8775345689213, 740.1982269525931)","(444.67254531910055, 122.07926700654471)"
765.0,"(829.2906306044908, 764.6015959330575)","(335.9417635216725, 739.9566185056619)","(444.74918259250506, 121.97887067151198)"
766.0,"(829.5406264470696, 764.6001541656241)","(336.0059924744237, 739.7150100587307)","(444.8254366795425, 121.87897631815443)"
767.0,"(829.7906222896484, 764.5987123981906)","(336.0702214271749, 739.4734016117995)","(444.9013094961448, 121.77958143656366)"
768.0,"(830.0406181322271, 764.5972706307572)","(336.1344503799261, 739.2317931648683)","(444.97680294866404, 121.68068352938084)"
769.0,"(830.2906139748059, 764.5958288633237)","(336.1986793326773, 738.9901847179372)","(445.0519189339207, 121.58228011173394)"
770.0,"(830.5406098173846, 764.5943870958903)","(336.26290828542847, 738.748576271006)","(445.1266593392511, 121.48436871117526)"
771.0,"(830.7906056599634, 764.5929453284568)","(336.32713723817966, 738.5069678240748)","(445.2010260425548, 121.38694686761939)"
772.0,"(831.0406015025421, 764.5915035610234)","(336.39136619093085, 738.2653593771436)","(445.27502091234203, 121.2900121332813)"
773.0,"(831.2905973451209, 764.5900617935899)","(336.45559514368205, 738.0237509302124)","(445.3486458077803, 121.19356207261488)"
774.0,"(831.5405931876996, 764.5886200261565)","(336.51982409643324, 737.7821424832812)","(445.4219025787414, 121.0975942622518)"
775.0,"(831.7905890302784, 764.587178258723)","(336.58405304918443, 737.54053403635)","(445.4947930658477, 121.00210629094055)"
776.0,"(832.0405848728572, 764.5857364912896)","(336.6482820019356, 737.2989255894188)","(445.5673191005185, 120.90709575948584)"
777.0,"(832.2905807154359, 764.5842947238561)","(336.7125109546868, 737.0573171424876)","(445.6394825050159, 120.81256028068842)"
778.0,"(832.5405765580147, 764.5828529564227)","(336.776739907438, 736.8157086955564)","(445.7112850924908, 120.71849747928498)"
779.0,"(832.7905724005934, 764.5814111889893)","(336.8409688601892, 736.5741002486252)","(445.7827286670284, 120.62490499188856)"
780.0,"(833.0405682431722, 764.5799694215558)","(336.9051978129404, 736.332491801694)","(445.85381502369324, 120.5317804669291)"
781.0,"(833.2905640857509, 764.5785276541224)","(336.9694267656916, 736.0908833547628)","(445.9245459485748, 120.43912156459446)"
782.0,"(833.5405599283297, 764.5770858866889)","(337.0336557184428, 735.8492749078316)","(445.99492321883196, 120.34692595677149)"
783.0,"(833.7905557709084, 764.5756441192555)","(337.097884671194, 735.6076664609004)","(446.0649486027378, 120.25519132698763)"
784.0,"(834.0405516134872, 764.574202351822)","(337.1621136239452, 735.3660580139692)","(446.1346238597241, 120.16391537035268)"
785.0,"(834.290547456066, 764.5727605843886)","(337.22634257669637, 735.124449567038)","(446.2039507404255, 120.07309579350093)"
786.0,"(834.5405432986447, 764.5713188169551)","(337.29057152944756, 734.8828411201068)","(446.2729309867234, 119.98273031453343)"
787.0,"(834.7905391412235, 764.5698770495217)","(337.35480048219875, 734.6412326731756)","(446.3415663317898, 119.89281666296075)"
788.0,"(835.0405349838022, 764.5684352820882)","(337.41902943494995, 734.3996242262444)","(446.40985850013084, 119.80335257964595)"
789.0,"(835.290530826381, 764.5669935146548)","(337.48325838770114, 734.1580157793132)","(446.4778092076302, 119.71433581674772)"
790.0,"(835.5405266689597, 764.5655517472213)","(337.54748734045234, 733.916407332382)","(446.545420161592, 119.62576413766398)"
791.0,"(835.7905225115385, 764.5641099797879)","(337.61171629320353, 733.6747988854509)","(446.61269306078407, 119.53763531697565)"
792.0,"(836.0405183541172, 764.5626682123544)","(337.6759452459547, 733.4331904385197)","(446.67962959548015, 119.44994714039078)"
793.0,"(836.290514196696, 764.561226444921)","(337.7401741987059, 733.1915819915885)","(446.74623144750274, 119.36269740468882)"
794.0,"(836.5405100392747, 764.5597846774875)","(337.8044031514571, 732.9499735446573)","(446.81250029026523, 119.27588391766537)"
795.0,"(836.7905058818535, 764.5583429100541)","(337.8686321042083, 732.7083650977261)","(446.8784377888139, 119.18950449807704)"
796.0,"(837.0405017244323, 764.5569011426206)","(337.9328610569595, 732.4667566507949)","(446.94404559986987, 119.10355697558666)"
797.0,"(837.290497567011, 764.5554593751872)","(337.9970900097107, 732.2251482038637)","(447.00932537187055, 119.01803919070872)"
798.0,"(837.5404934095898, 764.5540176077537)","(338.0613189624619, 731.9835397569325)","(447.0742787450112, 118.93294899475518)"
799.0,"(837.7904892521685, 764.5525758403203)","(338.1255479152131, 731.7419313100013)","(447.13890735128615, 118.8482842497814)"
800.0,"(838.0404850947473, 764.5511340728868)","(338.18977686796427, 731.5003228630701)","(447.2032128145297, 118.7640428285325)"
801.0,"(838.290480937326, 764.5496923054534)","(338.25400582071546, 731.2587144161389)","(447.26719675045706, 118.68022261438983)"
802.0,"(838.5404767799048, 764.5482505380199)","(338.31823477346666, 731.0171059692077)","(447.3308607667048, 118.59682150131789)"
803.0,"(838.7904726224835, 764.5468087705865)","(338.38246372621785, 730.7754975222765)","(447.3942064628713, 118.5138373938113)"
804.0,"(839.0404684650623, 764.545367003153)","(338.44669267896904, 730.5338890753453)","(447.4572354305569, 118.43126820684225)"
805.0,"(839.2904643076411, 764.5439252357196)","(338.51092163172024, 730.2922806284141)","(447.51994925340415, 118.34911186580804)"
806.0,"(839.5404601502198, 764.5424834682862)","(338.57515058447143, 730.0506721814829)","(447.5823495071371, 118.267366306479)"
807.0,"(839.7904559927986, 764.5410417008527)","(338.6393795372226, 729.8090637345517)","(447.64443775960143, 118.18602947494661)"
808.0,"(840.0404518353773, 764.5395999334193)","(338.7036084899738, 729.5674552876205)","(447.7062155708034, 118.10509932757188)"
809.0,"(840.2904476779561, 764.5381581659858)","(338.767837442725, 729.3258468406893)","(447.7676844929494, 118.02457383093402)"
810.0,"(840.5404435205348, 764.5367163985524)","(338.8320663954762, 729.0842383937581)","(447.82884607048464, 117.94445096177935)"
811.0,"(840.7904393631136, 764.5352746311189)","(338.8962953482274, 728.842629946827)","(447.8897018401322, 117.86472870697045)"
812.0,"(841.0404352056923, 764.5338328636855)","(338.9605243009786, 728.6010214998958)","(447.95025333093156, 117.7854050634356)"
813.0,"(841.2904310482711, 764.532391096252)","(339.0247532537298, 728.3594130529646)","(448.0105020642769, 117.70647803811842)"
814.0,"(841.5404268908499, 764.5309493288186)","(339.088982206481, 728.1178046060334)","(448.07044955395554, 117.62794564792783)"
815.0,"(841.7904227334286, 764.5295075613851)","(339.15321115923217, 727.8761961591022)","(448.13009730618575, 117.5498059196882)"
816.0,"(842.0404185760074, 764.5280657939517)","(339.21744011198336, 727.634587712171)","(448.1894468196548, 117.47205689008976)"
817.0,"(842.2904144185861, 764.5266240265182)","(339.28166906473456, 727.3929792652398)","(448.24849958555654, 117.39469660563931)"
818.0,"(842.5404102611649, 764.5251822590848)","(339.34589801748575, 727.1513708183086)","(448.3072570876288, 117.31772312261111)"
819.0,"(842.7904061037436, 764.5237404916513)","(339.41012697023694, 726.9097623713774)","(448.36572080219065, 117.24113450699805)"
820.0,"(843.0404019463224, 764.5222987242179)","(339.47435592298814, 726.6681539244462)","(448.4238921981797, 117.16492883446305)"
821.0,"(843.2903977889011, 764.5208569567844)","(339.53858487573933, 726.426545477515)","(448.4817727371888, 117.08910419029074)"
822.0,"(843.5403936314799, 764.519415189351)","(339.6028138284905, 726.1849370305838)","(448.53936387350285, 117.01365866933929)"
823.0,"(843.7903894740587, 764.5179734219175)","(339.6670427812417, 725.9433285836526)","(448.5966670541353, 116.93859037599259)"
824.0,"(844.0403853166374, 764.5165316544841)","(339.7312717339929, 725.7017201367214)","(448.6536837188646, 116.86389742411262)"
825.0,"(844.2903811592162, 764.5150898870506)","(339.7955006867441, 725.4601116897902)","(448.7104153002703, 116.78957793699206)"
826.0,"(844.5403770017949, 764.5136481196172)","(339.8597296394953, 725.218503242859)","(448.76686322376895, 116.7156300473071)"
827.0,"(844.7903728443737, 764.5122063521837)","(339.9239585922465, 724.9768947959278)","(448.8230289076501, 116.64205189707057)"
828.0,"(845.0403686869524, 764.5107645847503)","(339.9881875449977, 724.7352863489966)","(448.8789137631118, 116.56884163758522)"
829.0,"(845.2903645295312, 764.5093228173168)","(340.0524164977489, 724.4936779020654)","(448.9345191942963, 116.49599742939729)"
830.0,"(845.54036037211, 764.5078810498834)","(340.1166454505001, 724.2520694551342)","(448.9898465983248, 116.4235174422503)"
831.0,"(845.7903562146887, 764.50643928245)","(340.18087440325127, 724.010461008203)","(449.04489736533316, 116.35139985503905)"
832.0,"(846.0403520572675, 764.5049975150165)","(340.24510335600246, 723.7688525612718)","(449.0996728785065, 116.27964285576385)"
833.0,"(846.2903478998462, 764.503555747583)","(340.30933230875365, 723.5272441143406)","(449.154174514114, 116.20824464148504)"
834.0,"(846.540343742425, 764.5021139801496)","(340.37356126150485, 723.2856356674095)","(449.20840364154344, 116.13720341827761)"
835.0,"(846.7903395850037, 764.5006722127162)","(340.43779021425604, 723.0440272204783)","(449.2623616233357, 116.06651740118622)"
836.0,"(847.0403354275825, 764.4992304452827)","(340.50201916700723, 722.8024187735471)","(449.31604981521906, 115.99618481418028)"
837.0,"(847.2903312701612, 764.4977886778493)","(340.5662481197584, 722.5608103266159)","(449.369469566143, 115.92620389010938)"
838.0,"(847.54032711274, 764.4963469104158)","(340.6304770725096, 722.3192018796847)","(449.42262221831226, 115.85657287065884)"
839.0,"(847.7903229553187, 764.4949051429824)","(340.6947060252608, 722.0775934327535)","(449.4755091072207, 115.78729000630554)"
840.0,"(848.0403187978975, 764.4934633755489)","(340.758934978012, 721.8359849858223)","(449.52813156168463, 115.71835355627401)"
841.0,"(848.2903146404763, 764.4920216081155)","(340.8231639307632, 721.5943765388911)","(449.5804909038762, 115.64976178849264)"
842.0,"(848.540310483055, 764.490579840682)","(340.8873928835144, 721.3527680919599)","(449.6325884493568, 115.58151297955018)"
843.0,"(848.7903063256338, 764.4891380732486)","(340.9516218362656, 721.1111596450287)","(449.68442550711, 115.51360541465243)"
844.0,"(849.0403021682125, 764.4876963058151)","(341.0158507890168, 720.8695511980975)","(449.73600337957447, 115.44603738757917)"
845.0,"(849.2902980107913, 764.4862545383817)","(341.080079741768, 720.6279427511663)","(449.7873233626766, 115.37880720064128)"
846.0,"(849.54029385337, 764.4848127709482)","(341.14430869451917, 720.3863343042351)","(449.8383867458632, 115.31191316463807)"
